Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,89320.203125,89320.203125,89320.203125,89320.203125,89320.203125,0
2017-03-02,89933.898438,89933.898438,89933.898438,89933.898438,89933.898438,0
2017-03-03,89722.000000,89722.000000,89722.000000,89722.000000,89722.000000,0
2017-03-06,91045.000000,91045.000000,91045.000000,91045.000000,91045.000000,0
2017-03-07,90813.601563,90813.601563,90813.601563,90813.601563,90813.601563,0
2017-03-08,89484.898438,89484.898438,89484.898438,89484.898438,89484.898438,0
2017-03-09,89002.601563,89002.601563,89002.601563,89002.601563,89002.601563,0
2017-03-10,null,null,null,null,null,null
2017-03-13,89429.703125,89429.703125,89429.703125,89429.703125,89429.703125,0
2017-03-14,89136.500000,89136.500000,89136.500000,89136.500000,89136.500000,0
2017-03-15,89445.500000,89445.500000,89445.500000,89445.500000,89445.500000,0
2017-03-16,90268.296875,90268.296875,90268.296875,90268.296875,90268.296875,0
2017-03-17,90491.398438,90491.398438,90491.398438,90491.398438,90491.398438,0
2017-03-20,90902.101563,90902.101563,90902.101563,90902.101563,90902.101563,0
2017-03-21,90606.500000,90606.500000,90606.500000,90606.500000,90606.500000,0
2017-03-22,89809.101563,89809.101563,89809.101563,89809.101563,89809.101563,0
2017-03-23,89764.101563,89764.101563,89764.101563,89764.101563,89764.101563,0
2017-03-24,90382.703125,90382.703125,90382.703125,90382.703125,90382.703125,0
2017-03-27,89695.000000,89695.000000,89695.000000,89695.000000,89695.000000,0
2017-03-28,90181.703125,90181.703125,90181.703125,90181.703125,90181.703125,0
2017-03-29,89269.703125,89269.703125,89269.703125,89269.703125,89269.703125,0
2017-03-30,89282.203125,89282.203125,89282.203125,89282.203125,89282.203125,0
2017-03-31,88947.398438,88947.398438,88947.398438,88947.398438,88947.398438,0
2017-04-03,88669.500000,88669.500000,88669.500000,88669.500000,88669.500000,0
2017-04-04,88612.500000,88612.500000,88612.500000,88612.500000,88612.500000,0
2017-04-05,89037.500000,89037.500000,89037.500000,89037.500000,89037.500000,0
2017-04-06,88679.000000,88679.000000,88679.000000,88679.000000,88679.000000,0
2017-04-07,88497.296875,88497.296875,88497.296875,88497.296875,88497.296875,0
2017-04-10,91240.500000,91240.500000,91240.500000,91240.500000,91240.500000,0
2017-04-11,90904.500000,90904.500000,90904.500000,90904.500000,90904.500000,0
2017-04-12,90952.203125,90952.203125,90952.203125,90952.203125,90952.203125,0
2017-04-13,89870.703125,89870.703125,89870.703125,89870.703125,89870.703125,0
2017-04-14,90063.703125,90063.703125,90063.703125,90063.703125,90063.703125,0
2017-04-17,90653.796875,90653.796875,90653.796875,90653.796875,90653.796875,0
2017-04-18,91373.796875,91373.796875,91373.796875,91373.796875,91373.796875,0
2017-04-19,90804.101563,90804.101563,90804.101563,90804.101563,90804.101563,0
2017-04-20,92039.398438,92039.398438,92039.398438,92039.398438,92039.398438,0
2017-04-21,92423.898438,92423.898438,92423.898438,92423.898438,92423.898438,0
2017-04-24,93802.796875,93802.796875,93802.796875,93802.796875,93802.796875,0
2017-04-25,94634.898438,94634.898438,94634.898438,94634.898438,94634.898438,0
2017-04-26,94522.296875,94522.296875,94522.296875,94522.296875,94522.296875,0
2017-04-27,94282.500000,94282.500000,94282.500000,94282.500000,94282.500000,0
2017-04-28,94655.296875,94655.296875,94655.296875,94655.296875,94655.296875,0
2017-05-01,null,null,null,null,null,null
2017-05-02,94355.898438,94355.898438,94355.898438,94355.898438,94355.898438,0
2017-05-03,93862.703125,93862.703125,93862.703125,93862.703125,93862.703125,0
2017-05-04,93038.500000,93038.500000,93038.500000,93038.500000,93038.500000,0
2017-05-05,93928.398438,93928.398438,93928.398438,93928.398438,93928.398438,0
2017-05-08,93832.703125,93832.703125,93832.703125,93832.703125,93832.703125,0
2017-05-09,95323.398438,95323.398438,95323.398438,95323.398438,95323.398438,0
2017-05-10,96194.203125,96194.203125,96194.203125,96194.203125,96194.203125,0
2017-05-11,95114.101563,95114.101563,95114.101563,95114.101563,95114.101563,0
2017-05-12,94996.398438,94996.398438,94996.398438,94996.398438,94996.398438,0
2017-05-15,95587.796875,95587.796875,95587.796875,95587.796875,95587.796875,0
2017-05-16,96161.500000,96161.500000,96161.500000,96161.500000,96161.500000,0
2017-05-17,95725.000000,95725.000000,95725.000000,95725.000000,95725.000000,0
2017-05-18,95147.296875,95147.296875,95147.296875,95147.296875,95147.296875,0
2017-05-19,null,null,null,null,null,null
2017-05-22,96400.000000,96400.000000,96400.000000,96400.000000,96400.000000,0
2017-05-23,97717.500000,97717.500000,97717.500000,97717.500000,97717.500000,0
2017-05-24,98313.796875,98313.796875,98313.796875,98313.796875,98313.796875,0
2017-05-25,97712.898438,97712.898438,97712.898438,97712.898438,97712.898438,0
2017-05-26,97533.296875,97533.296875,97533.296875,97533.296875,97533.296875,0
2017-05-29,97726.000000,97726.000000,97726.000000,97726.000000,97726.000000,0
2017-05-30,97347.601563,97347.601563,97347.601563,97347.601563,97347.601563,0
2017-05-31,97541.601563,97541.601563,97541.601563,97541.601563,97541.601563,0
2017-06-01,97365.796875,97365.796875,97365.796875,97365.796875,97365.796875,0
2017-06-02,98867.898438,98867.898438,98867.898438,98867.898438,98867.898438,0
2017-06-05,98192.000000,98192.000000,98192.000000,98192.000000,98192.000000,0
2017-06-06,98331.500000,98331.500000,98331.500000,98331.500000,98331.500000,0
2017-06-07,97616.500000,97616.500000,97616.500000,97616.500000,97616.500000,0
2017-06-08,97977.500000,97977.500000,97977.500000,97977.500000,97977.500000,0
2017-06-09,98942.898438,98942.898438,98942.898438,98942.898438,98942.898438,0
2017-06-12,99442.101563,99442.101563,99442.101563,99442.101563,99442.101563,0
2017-06-13,99299.703125,99299.703125,99299.703125,99299.703125,99299.703125,0
2017-06-14,99636.296875,99636.296875,99636.296875,99636.296875,99636.296875,0
2017-06-15,98737.000000,98737.000000,98737.000000,98737.000000,98737.000000,0
2017-06-16,98192.500000,98192.500000,98192.500000,98192.500000,98192.500000,0
2017-06-19,99332.101563,99332.101563,99332.101563,99332.101563,99332.101563,0
2017-06-20,99269.296875,99269.296875,99269.296875,99269.296875,99269.296875,0
2017-06-21,99390.101563,99390.101563,99390.101563,99390.101563,99390.101563,0
2017-06-22,100072.000000,100072.000000,100072.000000,100072.000000,100072.000000,0
2017-06-23,99638.601563,99638.601563,99638.601563,99638.601563,99638.601563,0
2017-06-26,null,null,null,null,null,null
2017-06-27,null,null,null,null,null,null
2017-06-28,100618.000000,100618.000000,100618.000000,100618.000000,100618.000000,0
2017-06-29,100190.000000,100190.000000,100190.000000,100190.000000,100190.000000,0
2017-06-30,100440.000000,100440.000000,100440.000000,100440.000000,100440.000000,0
2017-07-03,100522.000000,100522.000000,100522.000000,100522.000000,100522.000000,0
2017-07-04,101208.000000,101208.000000,101208.000000,101208.000000,101208.000000,0
2017-07-05,100744.000000,100744.000000,100744.000000,100744.000000,100744.000000,0
2017-07-06,100627.000000,100627.000000,100627.000000,100627.000000,100627.000000,0
2017-07-07,100084.000000,100084.000000,100084.000000,100084.000000,100084.000000,0
2017-07-10,101097.000000,101097.000000,101097.000000,101097.000000,101097.000000,0
2017-07-11,103183.000000,103183.000000,103183.000000,103183.000000,103183.000000,0
2017-07-12,103810.000000,103810.000000,103810.000000,103810.000000,103810.000000,0
2017-07-13,104210.000000,104210.000000,104210.000000,104210.000000,104210.000000,0
2017-07-14,105176.000000,105176.000000,105176.000000,105176.000000,105176.000000,0
2017-07-17,106217.000000,106217.000000,106217.000000,106217.000000,106217.000000,0
2017-07-18,105718.000000,105718.000000,105718.000000,105718.000000,105718.000000,0
2017-07-19,107418.000000,107418.000000,107418.000000,107418.000000,107418.000000,0
2017-07-20,106736.000000,106736.000000,106736.000000,106736.000000,106736.000000,0
2017-07-21,106843.000000,106843.000000,106843.000000,106843.000000,106843.000000,0
2017-07-24,106711.000000,106711.000000,106711.000000,106711.000000,106711.000000,0
2017-07-25,107041.000000,107041.000000,107041.000000,107041.000000,107041.000000,0
2017-07-26,107206.000000,107206.000000,107206.000000,107206.000000,107206.000000,0
2017-07-27,108392.000000,108392.000000,108392.000000,108392.000000,108392.000000,0
2017-07-28,107700.000000,107700.000000,107700.000000,107700.000000,107700.000000,0
2017-07-31,107531.000000,107531.000000,107531.000000,107531.000000,107531.000000,0
2017-08-01,106147.000000,106147.000000,106147.000000,106147.000000,106147.000000,0
2017-08-02,106525.000000,106525.000000,106525.000000,106525.000000,106525.000000,0
2017-08-03,107154.000000,107154.000000,107154.000000,107154.000000,107154.000000,0
2017-08-04,108545.000000,108545.000000,108545.000000,108545.000000,108545.000000,0
2017-08-07,109781.000000,109781.000000,109781.000000,109781.000000,109781.000000,0
2017-08-08,109639.000000,109639.000000,109639.000000,109639.000000,109639.000000,0
2017-08-09,108715.000000,108715.000000,108715.000000,108715.000000,108715.000000,0
2017-08-10,107800.000000,107800.000000,107800.000000,107800.000000,107800.000000,0
2017-08-11,106963.000000,106963.000000,106963.000000,106963.000000,106963.000000,0
2017-08-14,109537.000000,109537.000000,109537.000000,109537.000000,109537.000000,0
2017-08-15,106913.000000,106913.000000,106913.000000,106913.000000,106913.000000,0
2017-08-16,106862.000000,106862.000000,106862.000000,106862.000000,106862.000000,0
2017-08-17,106825.000000,106825.000000,106825.000000,106825.000000,106825.000000,0
2017-08-18,107202.000000,107202.000000,107202.000000,107202.000000,107202.000000,0
2017-08-21,108615.000000,108615.000000,108615.000000,108615.000000,108615.000000,0
2017-08-22,108594.000000,108594.000000,108594.000000,108594.000000,108594.000000,0
2017-08-23,108953.000000,108953.000000,108953.000000,108953.000000,108953.000000,0
2017-08-24,109154.000000,109154.000000,109154.000000,109154.000000,109154.000000,0
2017-08-25,109755.000000,109755.000000,109755.000000,109755.000000,109755.000000,0
2017-08-28,110340.000000,110340.000000,110340.000000,110340.000000,110340.000000,0
2017-08-29,110423.000000,110423.000000,110423.000000,110423.000000,110423.000000,0
2017-08-30,null,null,null,null,null,null
2017-08-31,110010.000000,110010.000000,110010.000000,110010.000000,110010.000000,0
2017-09-01,null,null,null,null,null,null
2017-09-04,null,null,null,null,null,null
2017-09-05,108873.000000,108873.000000,108873.000000,108873.000000,108873.000000,0
2017-09-06,109612.000000,109612.000000,109612.000000,109612.000000,109612.000000,0
2017-09-07,109743.000000,109743.000000,109743.000000,109743.000000,109743.000000,0
2017-09-08,108452.000000,108452.000000,108452.000000,108452.000000,108452.000000,0
2017-09-11,109458.000000,109458.000000,109458.000000,109458.000000,109458.000000,0
2017-09-12,109130.000000,109130.000000,109130.000000,109130.000000,109130.000000,0
2017-09-13,108156.000000,108156.000000,108156.000000,108156.000000,108156.000000,0
2017-09-14,108244.000000,108244.000000,108244.000000,108244.000000,108244.000000,0
2017-09-15,107742.000000,107742.000000,107742.000000,107742.000000,107742.000000,0
2017-09-18,106535.000000,106535.000000,106535.000000,106535.000000,106535.000000,0
2017-09-19,104918.000000,104918.000000,104918.000000,104918.000000,104918.000000,0
2017-09-20,105324.000000,105324.000000,105324.000000,105324.000000,105324.000000,0
2017-09-21,104001.000000,104001.000000,104001.000000,104001.000000,104001.000000,0
2017-09-22,104123.000000,104123.000000,104123.000000,104123.000000,104123.000000,0
2017-09-25,102270.000000,102270.000000,102270.000000,102270.000000,102270.000000,0
2017-09-26,103929.000000,103929.000000,103929.000000,103929.000000,103929.000000,0
2017-09-27,101218.000000,101218.000000,101218.000000,101218.000000,101218.000000,0
2017-09-28,102651.000000,102651.000000,102651.000000,102651.000000,102651.000000,0
2017-09-29,102908.000000,102908.000000,102908.000000,102908.000000,102908.000000,0
2017-10-02,103931.000000,103931.000000,103931.000000,103931.000000,103931.000000,0
2017-10-03,103908.000000,103908.000000,103908.000000,103908.000000,103908.000000,0
2017-10-04,104548.000000,104548.000000,104548.000000,104548.000000,104548.000000,0
2017-10-05,104334.000000,104334.000000,104334.000000,104334.000000,104334.000000,0
2017-10-06,104137.000000,104137.000000,104137.000000,104137.000000,104137.000000,0
2017-10-09,101298.000000,101298.000000,101298.000000,101298.000000,101298.000000,0
2017-10-10,103394.000000,103394.000000,103394.000000,103394.000000,103394.000000,0
2017-10-11,103816.000000,103816.000000,103816.000000,103816.000000,103816.000000,0
2017-10-12,105932.000000,105932.000000,105932.000000,105932.000000,105932.000000,0
2017-10-13,106226.000000,106226.000000,106226.000000,106226.000000,106226.000000,0
2017-10-16,106474.000000,106474.000000,106474.000000,106474.000000,106474.000000,0
2017-10-17,106991.000000,106991.000000,106991.000000,106991.000000,106991.000000,0
2017-10-18,106926.000000,106926.000000,106926.000000,106926.000000,106926.000000,0
2017-10-19,108434.000000,108434.000000,108434.000000,108434.000000,108434.000000,0
2017-10-20,108489.000000,108489.000000,108489.000000,108489.000000,108489.000000,0
2017-10-23,107303.000000,107303.000000,107303.000000,107303.000000,107303.000000,0
2017-10-24,107206.000000,107206.000000,107206.000000,107206.000000,107206.000000,0
2017-10-25,108355.000000,108355.000000,108355.000000,108355.000000,108355.000000,0
2017-10-26,107335.000000,107335.000000,107335.000000,107335.000000,107335.000000,0
2017-10-27,107884.000000,107884.000000,107884.000000,107884.000000,107884.000000,0
2017-10-30,108467.000000,108467.000000,108467.000000,108467.000000,108467.000000,0
2017-10-31,110143.000000,110143.000000,110143.000000,110143.000000,110143.000000,0
2017-11-01,113024.000000,113024.000000,113024.000000,113024.000000,113024.000000,0
2017-11-02,112995.000000,112995.000000,112995.000000,112995.000000,112995.000000,0
2017-11-03,111293.000000,111293.000000,111293.000000,111293.000000,111293.000000,0
2017-11-06,114166.000000,114166.000000,114166.000000,114166.000000,114166.000000,0
2017-11-07,112272.000000,112272.000000,112272.000000,112272.000000,112272.000000,0
2017-11-08,111895.000000,111895.000000,111895.000000,111895.000000,111895.000000,0
2017-11-09,110246.000000,110246.000000,110246.000000,110246.000000,110246.000000,0
2017-11-10,108949.000000,108949.000000,108949.000000,108949.000000,108949.000000,0
2017-11-13,108860.000000,108860.000000,108860.000000,108860.000000,108860.000000,0
2017-11-14,110148.000000,110148.000000,110148.000000,110148.000000,110148.000000,0
2017-11-15,107717.000000,107717.000000,107717.000000,107717.000000,107717.000000,0
2017-11-16,106977.000000,106977.000000,106977.000000,106977.000000,106977.000000,0
2017-11-17,106239.000000,106239.000000,106239.000000,106239.000000,106239.000000,0
2017-11-20,103912.000000,103912.000000,103912.000000,103912.000000,103912.000000,0
2017-11-21,105268.000000,105268.000000,105268.000000,105268.000000,105268.000000,0
2017-11-22,105964.000000,105964.000000,105964.000000,105964.000000,105964.000000,0
2017-11-23,105026.000000,105026.000000,105026.000000,105026.000000,105026.000000,0
2017-11-24,104539.000000,104539.000000,104539.000000,104539.000000,104539.000000,0
2017-11-27,104760.000000,104760.000000,104760.000000,104760.000000,104760.000000,0
2017-11-28,102068.000000,102068.000000,102068.000000,102068.000000,102068.000000,0
2017-11-29,102342.000000,102342.000000,102342.000000,102342.000000,102342.000000,0
2017-11-30,103984.000000,103984.000000,103984.000000,103984.000000,103984.000000,0
2017-12-01,103559.000000,103559.000000,103559.000000,103559.000000,103559.000000,0
2017-12-04,105215.000000,105215.000000,105215.000000,105215.000000,105215.000000,0
2017-12-05,106260.000000,106260.000000,106260.000000,106260.000000,106260.000000,0
2017-12-06,105304.000000,105304.000000,105304.000000,105304.000000,105304.000000,0
2017-12-07,106448.000000,106448.000000,106448.000000,106448.000000,106448.000000,0
2017-12-08,107921.000000,107921.000000,107921.000000,107921.000000,107921.000000,0
2017-12-11,109156.000000,109156.000000,109156.000000,109156.000000,109156.000000,0
2017-12-12,109050.000000,109050.000000,109050.000000,109050.000000,109050.000000,0
2017-12-13,108153.000000,108153.000000,108153.000000,108153.000000,108153.000000,0
2017-12-14,109666.000000,109666.000000,109666.000000,109666.000000,109666.000000,0
2017-12-15,109330.000000,109330.000000,109330.000000,109330.000000,109330.000000,0
2017-12-18,110248.000000,110248.000000,110248.000000,110248.000000,110248.000000,0
2017-12-19,110177.000000,110177.000000,110177.000000,110177.000000,110177.000000,0
2017-12-20,110455.000000,110455.000000,110455.000000,110455.000000,110455.000000,0
2017-12-21,111272.000000,111272.000000,111272.000000,111272.000000,111272.000000,0
2017-12-22,111099.000000,111099.000000,111099.000000,111099.000000,111099.000000,0
2017-12-25,111765.000000,111765.000000,111765.000000,111765.000000,111765.000000,0
2017-12-26,112007.000000,112007.000000,112007.000000,112007.000000,112007.000000,0
2017-12-27,112150.000000,112150.000000,112150.000000,112150.000000,112150.000000,0
2017-12-28,114480.000000,114480.000000,114480.000000,114480.000000,114480.000000,0
2017-12-29,115333.000000,115333.000000,115333.000000,115333.000000,115333.000000,0
